Library,Plate,Row,Col,CNAME,Name_Adduct,Jaclyn's Observations,Color Code,Library_Isomer,Formula,Monoisotopic_mass,HMDBID,KEGGID,Column,Adduct,KEGG_col_adduct,mz_lib,time_lib
Ken-IDX,7,E,4,CHOLESTERYL PALMITATE,CHOLESTERYL PALMITATE_M+H-NH3,pass,g,,C43H76O2,624.5845,HMDB0000885,C11251,HILIC,M+H-NH3,C11251_HILIC_M+H-NH3,608.565227,160.178304
Ken-IDX,5,B,4,PENTANOATE,PENTANOATE_M+H-H2O,pass,g,,C5H10O2,102.0681,HMDB0000892,C00803,HILIC,M+H-H2O,C00803_HILIC_M+H-H2O,85.064812,204.817572
Ken-IDX,4,D,8,ACETYLCHOLINE,ACETYLCHOLINE_M+H,pass,g,,C7H16NO2,145.1108,HMDB0000895,C01996,HILIC,M+H,C01996_HILIC_M+H,146.118076,88.328502
GUTMLS,2,E,7,7-Methylguanine,7-Methylguanine_M+ACN+2H,pass but poor shape,y,,C6H7N5O,165.0650599,HMDB0000897,C02242,HILIC,M+ACN+2H,C02242_HILIC_M+ACN+2H,104.05308,48.4
GUTMLS,2,E,7,7-Methylguanine,7-Methylguanine_M+CH4O+H,pass but poor shape,y,,C6H7N5O,165.0650599,HMDB0000897,C02242,HILIC,M+CH4O+H,C02242_HILIC_M+CH4O+H,198.098546,58.8
GUTMLS,2,E,7,7-Methylguanine,7-Methylguanine_M+CH3OH+H,pass but poor shape - best adduct,y,,C6H7N5O,165.0650599,HMDB0000897,C02242,HILIC,M+CH3OH+H,C02242_HILIC_M+CH3OH+H,198.098549,58.8
GUTMLS,2,C,11,1-Methylhistamine,1-Methylhistamine_M+H-NH3,passed - better adduct,g,,C6H11N3,125.0952974,HMDB0000898,C05127,HILIC,M+H-NH3,C05127_HILIC_M+H-NH3,109.076025,181.3
GUTMLS,2,C,11,1-Methylhistamine,1-Methylhistamine_M+H,passed - best adduct,g,,C6H11N3,125.0952974,HMDB0000898,C05127,HILIC,M+H,C05127_HILIC_M+H,126.102573,181.7
Ken-IDX,1,A,1,NAD,NAD_M+H,pass,g,,C21H27N7O14P2,663.1091,HMDB0000902,C00003,HILIC,M+H,C00003_HILIC_M+H,664.116376,204.841002
Ken-IDX,1,B,4,CITRULLINE,CITRULLINE_M+Na,pass,g,,C6H13N3O3,175.0957,HMDB0000904,C00327,HILIC,M+Na,C00327_HILIC_M+Na,198.08492,189.728196
Ken-IDX,1,B,4,CITRULLINE,CITRULLINE_M+2Na-H,pass,g,,C6H13N3O3,175.0957,HMDB0000904,C00327,HILIC,M+2Na-H,C00327_HILIC_M+2Na-H,220.066864,189.657672
Ken-IDX,1,G,9,DAMP,DAMP_M+H,poor peak shape,y,,C10H14N5O6P,331.0682,HMDB0000905,C00360,HILIC,M+H,C00360_HILIC_M+H,332.075476,189.709398
Ken-IDX,1,G,9,DAMP,DAMP_M+Na,poor peak shape,y,,C10H14N5O6P,331.0682,HMDB0000905,C00360,HILIC,M+Na,C00360_HILIC_M+Na,354.05742,189.313002
Ken-IDX,1,E,2,L-TRYPTOPHAN,L-TRYPTOPHAN_M+K,pass,g,yes,C11H12N2O2,204.0899,HMDB0000929,C00078,HILIC,M+K,C00078_HILIC_M+K,243.05306,211.363404
Ken-IDX,3,E,11,S-(5'-ADENOSYL)-L-HOMOCYSTEINE,S-(5'-ADENOSYL)-L-HOMOCYSTEINE_M+H,pass,g,,C14H20N6O5S,384.1216,HMDB0000939,C00021,HILIC,M+H,C00021_HILIC_M+H,385.128876,189.572112
Ken-IDX,3,E,11,S-(5'-ADENOSYL)-L-HOMOCYSTEINE,S-(5'-ADENOSYL)-L-HOMOCYSTEINE_M+Na,pass,g,,C14H20N6O5S,384.1216,HMDB0000939,C00021,HILIC,M+Na,C00021_HILIC_M+Na,407.11082,191.2815
Ken-IDX,3,E,11,S-(5'-ADENOSYL)-L-HOMOCYSTEINE,S-(5'-ADENOSYL)-L-HOMOCYSTEINE_M+2Na-H,pass,g,,C14H20N6O5S,384.1216,HMDB0000939,C00021,HILIC,M+2Na-H,C00021_HILIC_M+2Na-H,429.092764,191.352
Ken-IDX,5,F,5,LIPOAMIDE,LIPOAMIDE_M+H-NH3,structure possible,y,,C8H15NOS2,205.0595,HMDB0000962,C00248,HILIC,M+H-NH3,C00248_HILIC_M+H-NH3,189.040227,52.6870002
Ken-IDX,5,F,5,LIPOAMIDE,LIPOAMIDE_M+H,coelute but poor shape,y,,C8H15NOS2,205.0595,HMDB0000962,C00248,HILIC,M+H,C00248_HILIC_M+H,206.066776,49.4228664
GUTMLS,2,H,3,DL-2-Aminooctanoic acid,DL-2-Aminooctanoic acid_M+H,pass but poor shape,y,,C8H17NO2,159.1259288,HMDB0000991,NA,HILIC,M+H,NA_HILIC_M+H,160.133205,49.3
GUTMLS,2,H,3,DL-2-Aminooctanoic acid,DL-2-Aminooctanoic acid_M+CH4O+H,pass but poor shape,y,,C8H17NO2,159.1259288,HMDB0000991,NA,HILIC,M+CH4O+H,NA_HILIC_M+CH4O+H,192.159415,49.9
GUTMLS,2,H,3,DL-2-Aminooctanoic acid,DL-2-Aminooctanoic acid_M+CH3OH+H,pass but poor shape,y,,C8H17NO2,159.1259288,HMDB0000991,NA,HILIC,M+CH3OH+H,NA_HILIC_M+CH3OH+H,192.159418,49.9
Ken-IDX,2,B,3,3-SULFINO-L-ALANINE,3-SULFINO-L-ALANINE_M+H-H2O,pass,g,,C3H7NO4S,153.0096,HMDB0000996,C00606,HILIC,M+H-H2O,C00606_HILIC_M+H-H2O,136.006312,189.42126
Ken-IDX,2,B,3,3-SULFINO-L-ALANINE,3-SULFINO-L-ALANINE_M+H,pass,g,,C3H7NO4S,153.0096,HMDB0000996,C00606,HILIC,M+H,C00606_HILIC_M+H,154.016876,188.805
Ken-IDX,4,D,7,FORMYL-L-METHIONYL PEPTIDE,FORMYL-L-METHIONYL PEPTIDE_M+2Na-H,pass,g,,C6H11NO3S,177.046,HMDB0001015,C03145,HILIC,M+2Na-H,C03145_HILIC_M+2Na-H,222.017164,63.165498
GUTMLS,1,B,1,Cotinine,Cotinine_M+H,pass,g,,C10H12N2O,176.094963,HMDB0001046,NA,HILIC,M+H,NA_HILIC_M+H,177.102239,65.4
Ken-IDX,5,D,10,2-Hydroxyphenethylamine (IROA called Phenylethanolamine),2-Hydroxyphenethylamine (IROA called Phenylethanolamine)_M+H-H2O,pass,g,yes,C8H11NO,137.0841,HMDB0001065,C02735,HILIC,M+H-H2O,C02735_HILIC_M+H-H2O,120.080812,115.04955
Ken-IDX,3,B,11,D-MANNOSE 6-PHOSPHATE,D-MANNOSE 6-PHOSPHATE_M+Na,poor peak shape,y,yes,C6H13O9P,260.0297,HMDB0001078,C00275,HILIC,M+Na,C00275_HILIC_M+Na,283.01892,203.412138
Ken-IDX,4,B,12,2-ACETAMIDO-2-DEOXY-BETA-D-GLUCOSYLAMINE,2-ACETAMIDO-2-DEOXY-BETA-D-GLUCOSYLAMINE_M+H-NH3,pass,g,,C8H16N2O5,220.1059,HMDB0001104,C01239,HILIC,M+H-NH3,C01239_HILIC_M+H-NH3,204.086627,154.04025
Ken-IDX,5,H,8,ANTHRANILATE,ANTHRANILATE_M+H,pass,g,yes,C7H7NO2,137.0477,HMDB0001123,C00108,HILIC,M+H,C00108_HILIC_M+H,138.054976,55.207032
Ken-IDX,5,H,8,ANTHRANILATE,ANTHRANILATE_2M+H,pass,g,yes,C7H7NO2,137.0477,HMDB0001123,C00108,HILIC,2M+H,C00108_HILIC_2M+H,275.102676,52.669002
Ken-IDX,1,H,11,N-ACETYL-D-MANNOSAMINE,N-ACETYL-D-MANNOSAMINE_M+H-2H2O,poor peak shape low abundance but coelutes,y,yes,C8H15NO6,221.0899,HMDB0001129,C00645,HILIC,M+H-2H2O,C00645_HILIC_M+H-2H2O,186.075498,152.172318
Ken-IDX,1,H,11,N-ACETYL-D-MANNOSAMINE,N-ACETYL-D-MANNOSAMINE_M+H-H2O,poor peak shape low abundance but coelutes,y,yes,C8H15NO6,221.0899,HMDB0001129,C00645,HILIC,M+H-H2O,C00645_HILIC_M+H-H2O,204.086612,154.04025
Ken-IDX,1,H,11,N-ACETYL-D-MANNOSAMINE,N-ACETYL-D-MANNOSAMINE_M+Na,pass,g,yes,C8H15NO6,221.0899,HMDB0001129,C00645,HILIC,M+Na,C00645_HILIC_M+Na,244.07912,162.39351
Ken-IDX,4,A,4,N-ACETYL-DL-GLUTAMIC ACID,N-ACETYL-DL-GLUTAMIC ACID_M+H-H2O,pass,g,,C7H11NO5,189.0637,HMDB0001138,C00624,HILIC,M+H-H2O,C00624_HILIC_M+H-H2O,172.060412,92.088834
Ken-IDX,4,A,4,N-ACETYL-DL-GLUTAMIC ACID,N-ACETYL-DL-GLUTAMIC ACID_M+H,pass,g,,C7H11NO5,189.0637,HMDB0001138,C00624,HILIC,M+H,C00624_HILIC_M+H,190.070976,90.649752
Ken-IDX,4,A,4,N-ACETYL-DL-GLUTAMIC ACID,N-ACETYL-DL-GLUTAMIC ACID_M+Na,pass,g,,C7H11NO5,189.0637,HMDB0001138,C00624,HILIC,M+Na,C00624_HILIC_M+Na,212.05292,90.616002
Ken-IDX,4,A,4,N-ACETYL-DL-GLUTAMIC ACID,N-ACETYL-DL-GLUTAMIC ACID_M+2Na-H,pass,g,,C7H11NO5,189.0637,HMDB0001138,C00624,HILIC,M+2Na-H,C00624_HILIC_M+2Na-H,234.034864,89.383674
Ken-IDX,3,D,3,5-AMINOLEVULINIC ACID,5-AMINOLEVULINIC ACID_M+H-H2O,pass,g,yes -but different time,C5H9NO3,131.0582,HMDB0001149,C00430,HILIC,M+H-H2O,C00430_HILIC_M+H-H2O,114.054912,154.000398
Ken-IDX,6,G,5,ALLOSE,ALLOSE_M+NH4,early elute,y,yes,C6H12O6,180.0634,HMDB0001151,C01487,HILIC,M+NH4,C01487_HILIC_M+NH4,198.09723,57.2063364
Ken-IDX,3,A,2,DEOXYCARNITINE (Butyrobetaine),DEOXYCARNITINE (Butyrobetaine)_M+K,pass,g,,C7H15NO2,145.1103,HMDB0001161,C01181,HILIC,M+K,C01181_HILIC_M+K,184.07346,194.799342
Ken-IDX,1,D,5,5'-METHYLTHIOADENOSINE,5'-METHYLTHIOADENOSINE_M+K,check weird peak shape,y,,C11H15N5O3S,297.0896,HMDB0001173,C00170,HILIC,M+K,C00170_HILIC_M+K,336.05276,154.60716
Ken-IDX,2,H,7,S-(5'-ADENOSYL)-L-METHIONINE,S-(5'-ADENOSYL)-L-METHIONINE_M+H,pass,g,,C15H23N6O5S,398.1372,HMDB0001185,C00019,HILIC,M+H,C00019_HILIC_M+H,399.144476,206.826324
Ken-IDX,2,H,7,S-(5'-ADENOSYL)-L-METHIONINE,S-(5'-ADENOSYL)-L-METHIONINE_M+K,poor shape bc low abundance,y,,C15H23N6O5S,398.1372,HMDB0001185,C00019,HILIC,M+K,C00019_HILIC_M+K,437.10036,194.221098
Ken-IDX,4,C,12,N1-ACETYLSPERMINE,N1-ACETYLSPERMINE_M+2H,pass,g,,C12H28N4O,244.2263,HMDB0001186,C02567,HILIC,M+2H,C02567_HILIC_M+2H,123.120426,219.249174
Ken-IDX,4,C,12,N1-ACETYLSPERMINE,N1-ACETYLSPERMINE_M+H-H2O,pass,g,,C12H28N4O,244.2263,HMDB0001186,C02567,HILIC,M+H-H2O,C02567_HILIC_M+H-H2O,227.223012,218.746488
Ken-IDX,4,C,12,N1-ACETYLSPERMINE,N1-ACETYLSPERMINE_M+H,pass,g,,C12H28N4O,244.2263,HMDB0001186,C02567,HILIC,M+H,C02567_HILIC_M+H,245.233576,217.440732
Ken-IDX,4,C,12,N1-ACETYLSPERMINE,N1-ACETYLSPERMINE_M+Na,pass,g,,C12H28N4O,244.2263,HMDB0001186,C02567,HILIC,M+Na,C02567_HILIC_M+Na,267.21552,216.689988
Ken-IDX,1,F,6,2'-DEOXYCYTIDINE 5'-MONOPHOSPHATE,2'-DEOXYCYTIDINE 5'-MONOPHOSPHATE_M+H,poor peak shape as expected,y,,C9H14N3O7P,307.0569,HMDB0001202,C00239,HILIC,M+H,C00239_HILIC_M+H,308.064176,199.41468
Ken-IDX,1,F,6,2'-DEOXYCYTIDINE 5'-MONOPHOSPHATE,2'-DEOXYCYTIDINE 5'-MONOPHOSPHATE_M+Na,poor peak shape as expected,y,,C9H14N3O7P,307.0569,HMDB0001202,C00239,HILIC,M+Na,C00239_HILIC_M+Na,330.04612,198.297
Ken-IDX,4,B,4,THYMIDINE 5'-MONOPHOSPHATE,THYMIDINE 5'-MONOPHOSPHATE_M+H,pass,g,,C10H15N2O8P,322.0566,HMDB0001227,C00364,HILIC,M+H,C00364_HILIC_M+H,323.063876,178.46274
Ken-IDX,4,B,4,THYMIDINE 5'-MONOPHOSPHATE,THYMIDINE 5'-MONOPHOSPHATE_M+Na,pass,g,,C10H15N2O8P,322.0566,HMDB0001227,C00364,HILIC,M+Na,C00364_HILIC_M+Na,345.04582,177.865248
Ken-IDX,6,A,7,N-ACETYLSEROTONIN,N-ACETYLSEROTONIN_M+H-H2O,pass,g,,C12H14N2O2,218.1055,HMDB0001238,C00978,HILIC,M+H-H2O,C00978_HILIC_M+H-H2O,201.102212,57.5114964
Ken-IDX,6,A,7,N-ACETYLSEROTONIN,N-ACETYLSEROTONIN_M+H-NH3,pass,g,,C12H14N2O2,218.1055,HMDB0001238,C00978,HILIC,M+H-NH3,C00978_HILIC_M+H-NH3,202.086227,55.5038736
Ken-IDX,6,A,7,N-ACETYLSEROTONIN,N-ACETYLSEROTONIN_M+H,pass,g,,C12H14N2O2,218.1055,HMDB0001238,C00978,HILIC,M+H,C00978_HILIC_M+H,219.112776,58.548732
Ken-IDX,6,A,7,N-ACETYLSEROTONIN,N-ACETYLSEROTONIN_M+Na,pass,g,,C12H14N2O2,218.1055,HMDB0001238,C00978,HILIC,M+Na,C00978_HILIC_M+Na,241.09472,56.9980002
Ken-IDX,6,A,7,N-ACETYLSEROTONIN,N-ACETYLSEROTONIN_M+K,pass,g,,C12H14N2O2,218.1055,HMDB0001238,C00978,HILIC,M+K,C00978_HILIC_M+K,257.06866,56.9980002
Ken-IDX,2,A,5,D-GLUCOSAMINE 6-PHOSPHATE,D-GLUCOSAMINE 6-PHOSPHATE_M+H-2H2O,poor peak shape,y,,C6H14NO8P,259.0457,HMDB0001254,C00352,HILIC,M+H-2H2O,C00352_HILIC_M+H-2H2O,224.031298,215.958
Ken-IDX,2,A,5,D-GLUCOSAMINE 6-PHOSPHATE,D-GLUCOSAMINE 6-PHOSPHATE_M+H,poor peak shape,y,,C6H14NO8P,259.0457,HMDB0001254,C00352,HILIC,M+H,C00352_HILIC_M+H,260.052976,215.958996
Ken-IDX,2,A,5,D-GLUCOSAMINE 6-PHOSPHATE,D-GLUCOSAMINE 6-PHOSPHATE_M+Na,poor peak shape,y,,C6H14NO8P,259.0457,HMDB0001254,C00352,HILIC,M+Na,C00352_HILIC_M+Na,282.03492,218.659002
Ken-IDX,3,E,1,SPERMINE,SPERMINE_M+H,pass,g,,C10H26N4,202.2157,HMDB0001256,C00750,HILIC,M+H,C00750_HILIC_M+H,203.222976,247.2126
Ken-IDX,3,E,1,SPERMINE,SPERMINE_M+Na,poor peak shape,y,,C10H26N4,202.2157,HMDB0001256,C00750,HILIC,M+Na,C00750_HILIC_M+Na,225.20492,246.626502
Ken-IDX,3,D,1,SPERMIDINE,SPERMIDINE_M+H-NH3,pass,g,,C7H19N3,145.1579,HMDB0001257,C00315,HILIC,M+H-NH3,C00315_HILIC_M+H-NH3,129.138627,229.888044
Ken-IDX,3,D,1,SPERMIDINE,SPERMIDINE_M+H,pass,g,,C7H19N3,145.1579,HMDB0001257,C00315,HILIC,M+H,C00315_HILIC_M+H,146.165176,226.50225
Ken-IDX,3,D,1,SPERMIDINE,SPERMIDINE_M+Na,pass,g,,C7H19N3,145.1579,HMDB0001257,C00315,HILIC,M+Na,C00315_HILIC_M+Na,168.14712,226.901136
Ken-IDX,6,F,4,L-SORBOSE,L-SORBOSE_M+NH4,early elute,y,yes,C6H12O6,180.0634,HMDB0001266,C08356,HILIC,M+NH4,C08356_HILIC_M+NH4,198.09723,57.2063364
Ken-IDX,3,B,4,"NEPSILON,NEPSILON,NEPSILON-TRIMETHYLLYSINE","NEPSILON,NEPSILON,NEPSILON-TRIMETHYLLYSINE_M+H",pass,g,,C9H20N2O2,188.1525,HMDB0001325,C03793,HILIC,M+H,C03793_HILIC_M+H,189.159776,193.869936
Ken-IDX,3,B,4,"NEPSILON,NEPSILON,NEPSILON-TRIMETHYLLYSINE","NEPSILON,NEPSILON,NEPSILON-TRIMETHYLLYSINE_M+Na",pass,g,,C9H20N2O2,188.1525,HMDB0001325,C03793,HILIC,M+Na,C03793_HILIC_M+Na,211.14172,198.550242
Ken-IDX,1,A,7,PURINE,PURINE_M+H,pass,g,,C5H4N4,120.0436,HMDB0001366,C15587,HILIC,M+H,C15587_HILIC_M+H,121.050876,82.8483
Ken-IDX,2,A,1,diaminopimelic acid,diaminopimelic acid_M+Na,pass,g,,C7H14N2O4,190.0954,HMDB0001370,C00666,HILIC,M+Na,C00666_HILIC_M+Na,213.08462,205.567992
Ken-IDX,2,A,1,diaminopimelic acid,diaminopimelic acid_M+2Na-H,pass,g,,C7H14N2O4,190.0954,HMDB0001370,C00666,HILIC,M+2Na-H,C00666_HILIC_M+2Na-H,235.066564,208.496004
Ken-IDX,5,B,2,MELATONIN,MELATONIN_M+H-H2O,pass,g,,C13H16N2O2,232.1212,HMDB0001389,C01598,HILIC,M+H-H2O,C01598_HILIC_M+H-H2O,215.117912,58.568502
Ken-IDX,5,B,2,MELATONIN,MELATONIN_M+H-NH3,pass,g,,C13H16N2O2,232.1212,HMDB0001389,C01598,HILIC,M+H-NH3,C01598_HILIC_M+H-NH3,216.101927,52.486164
Ken-IDX,5,B,2,MELATONIN,MELATONIN_M+H,pass,g,,C13H16N2O2,232.1212,HMDB0001389,C01598,HILIC,M+H,C01598_HILIC_M+H,233.128476,54.9248316
Ken-IDX,5,B,2,MELATONIN,MELATONIN_M+Na,pass,g,,C13H16N2O2,232.1212,HMDB0001389,C01598,HILIC,M+Na,C01598_HILIC_M+Na,255.11042,54.589998
Ken-IDX,5,H,1,4-AMINOBENZOATE,4-AMINOBENZOATE_M+H,pass,g,yes,C7H7NO2,137.0477,HMDB0001392,C00568,HILIC,M+H,C00568_HILIC_M+H,138.054976,55.207032
Ken-IDX,5,H,1,4-AMINOBENZOATE,4-AMINOBENZOATE_2M+H,pass,g,yes,C7H7NO2,137.0477,HMDB0001392,C00568,HILIC,2M+H,C00568_HILIC_2M+H,275.102676,52.669002
Ken-IDX,3,G,7,GUANOSINE 5'-MONOPHOSPHATE,GUANOSINE 5'-MONOPHOSPHATE_M+H,poor peak shape,y,,C10H14N5O8P,363.058,HMDB0001397,C00144,HILIC,M+H,C00144_HILIC_M+H,364.065276,199.35987
Ken-IDX,3,G,7,GUANOSINE 5'-MONOPHOSPHATE,GUANOSINE 5'-MONOPHOSPHATE_M+Na,poor peak shape,y,,C10H14N5O8P,363.058,HMDB0001397,C00144,HILIC,M+Na,C00144_HILIC_M+Na,386.04722,199.8165
Ken-IDX,3,D,4,2'-DEOXYURIDINE 5'-MONO-PHOS-PHATE,2'-DEOXYURIDINE 5'-MONO-PHOS-PHATE_M+H-H2O,poor peak shape,y,,C9H13N2O8P,308.041,HMDB0001409,C00365,HILIC,M+H-H2O,C00365_HILIC_M+H-H2O,291.037712,155.09148
Ken-IDX,3,D,4,2'-DEOXYURIDINE 5'-MONO-PHOS-PHATE,2'-DEOXYURIDINE 5'-MONO-PHOS-PHATE_M+H,pass,g,,C9H13N2O8P,308.041,HMDB0001409,C00365,HILIC,M+H,C00365_HILIC_M+H,309.048276,184.011996
Ken-IDX,3,D,4,2'-DEOXYURIDINE 5'-MONO-PHOS-PHATE,2'-DEOXYURIDINE 5'-MONO-PHOS-PHATE_M+Na,pass,g,,C9H13N2O8P,308.041,HMDB0001409,C00365,HILIC,M+Na,C00365_HILIC_M+Na,331.03022,184.011996
Ken-IDX,3,D,4,2'-DEOXYURIDINE 5'-MONO-PHOS-PHATE,2'-DEOXYURIDINE 5'-MONO-PHOS-PHATE_M+2Na-H,pass,g,,C9H13N2O8P,308.041,HMDB0001409,C00365,HILIC,M+2Na-H,C00365_HILIC_M+2Na-H,353.012164,184.011996
Ken-IDX,2,E,1,CYTIDINE 5'-DIPHOSPHOCHOLINE,CYTIDINE 5'-DIPHOSPHOCHOLINE_M+H,pass,g,,C14H26N4O11P2,488.1073,HMDB0001413,C00307,HILIC,M+H,C00307_HILIC_M+H,489.114576,207.60924
Ken-IDX,2,E,1,CYTIDINE 5'-DIPHOSPHOCHOLINE,CYTIDINE 5'-DIPHOSPHOCHOLINE_M+Na,pass,g,,C14H26N4O11P2,488.1073,HMDB0001413,C00307,HILIC,M+Na,C00307_HILIC_M+Na,511.09652,208.344996
Ken-IDX,2,D,11,PUTRESCINE,PUTRESCINE_M+H,pass,g,,C4H12N2,88.1,HMDB0001414,C00134,HILIC,M+H,C00134_HILIC_M+H,89.107276,204.589116
Ken-IDX,3,D,2,PYRIDOXAMINE,PYRIDOXAMINE_M+H-H2O,pass,g,,C8H12N2O2,168.0899,HMDB0001431,C00534,HILIC,M+H-H2O,C00534_HILIC_M+H-H2O,151.086612,190.37667
Ken-IDX,3,D,2,PYRIDOXAMINE,PYRIDOXAMINE_M+H,pass,g,,C8H12N2O2,168.0899,HMDB0001431,C00534,HILIC,M+H,C00534_HILIC_M+H,169.097176,189.066624
Ken-IDX,4,C,3,3-METHOXY-L-TYROSINE,3-METHOXY-L-TYROSINE_M+2Na-H,pass,g,,C10H17NO6,211.0845,HMDB0001434,NA,HILIC,M+2Na-H,NA_HILIC_M+2Na-H,256.055664,164.460996
Ken-IDX,5,F,6,3-HYDROXYANTHRANILATE,3-HYDROXYANTHRANILATE_M+H-H2O,pass,g,,C7H7NO3,153.0426,HMDB0001476,C00632,HILIC,M+H-H2O,C00632_HILIC_M+H-H2O,136.039312,53.771004
Ken-IDX,1,B,7,NICOTINATE,NICOTINATE_M+H,pass,g,,C6H5NO2,123.032,HMDB0001488,C00253,HILIC,M+H,C00253_HILIC_M+H,124.039276,66.034662
Ken-IDX,1,B,7,NICOTINATE,NICOTINATE_M+NH4,pass,g,,C6H5NO2,123.032,HMDB0001488,C00253,HILIC,M+NH4,C00253_HILIC_M+NH4,141.06583,191.701098
Ken-IDX,2,B,12,D-(+)-GLUCOSAMINE,D-(+)-GLUCOSAMINE_M+H-H2O,pass,g,yes,C6H13NO5,179.0794,HMDB0001514,C00329,HILIC,M+H-H2O,C00329_HILIC_M+H-H2O,162.076112,198.263352
Ken-IDX,2,B,12,D-(+)-GLUCOSAMINE,D-(+)-GLUCOSAMINE_M+H,pass,g,yes,C6H13NO5,179.0794,HMDB0001514,C00329,HILIC,M+H,C00329_HILIC_M+H,180.086676,196.068432
Ken-IDX,2,B,12,D-(+)-GLUCOSAMINE,D-(+)-GLUCOSAMINE_M+Na,pass,g,yes,C6H13NO5,179.0794,HMDB0001514,C00329,HILIC,M+Na,C00329_HILIC_M+Na,202.06862,196.838682
GUTMLS,2,C,7,Asymmetric dimethylarginine,Asymmetric dimethylarginine_M+H,pass,g,,C8H18N4O2,202.1429758,HMDB0001539,C03626,HILIC,M+H,C03626_HILIC_M+H,203.150252,189.1
Ken-IDX,6,D,10,PYRIDOXAL,PYRIDOXAL_M+H-H2O,pass,g,,C8H9NO3,167.0582,HMDB0001545,C00250,HILIC,M+H-H2O,C00250_HILIC_M+H-H2O,150.054912,59.04564
Ken-IDX,6,D,10,PYRIDOXAL,PYRIDOXAL_M+Na,pass,g,,C8H9NO3,167.0582,HMDB0001545,C00250,HILIC,M+Na,C00250_HILIC_M+Na,190.04742,84.337998
Ken-IDX,7,G,4,CORTICOSTERONE,CORTICOSTERONE_M+H,early elute,y,yes,C21H30O4,346.2144,HMDB0001547,C02140,HILIC,M+H,C02140_HILIC_M+H,347.221676,53.707836
Ken-IDX,3,D,7,XANTHOSINE 5'-MONOPHOSPHATE,XANTHOSINE 5'-MONOPHOSPHATE_M+H,poor peak shape,y,,C10H13N4O9P,364.042,HMDB0001554,C00655,HILIC,M+H,C00655_HILIC_M+H,365.049276,201.864
Ken-IDX,3,A,8,PHOSPHOCHOLINE,PHOSPHOCHOLINE_M+H,pass,g,,C5H14NO4P,183.0666,HMDB0001565,C00588,HILIC,M+H,C00588_HILIC_M+H,184.073876,194.799342
Ken-IDX,3,A,8,PHOSPHOCHOLINE,PHOSPHOCHOLINE_M+Na,pass,g,,C5H14NO4P,183.0666,HMDB0001565,C00588,HILIC,M+Na,C00588_HILIC_M+Na,206.05582,195.145338
Ken-IDX,3,A,8,PHOSPHOCHOLINE,PHOSPHOCHOLINE_M+2Na-H,pass,g,,C5H14NO4P,183.0666,HMDB0001565,C00588,HILIC,M+2Na-H,C00588_HILIC_M+2Na-H,228.037764,195.819
Ken-IDX,4,B,7,NORLEUCINE,NORLEUCINE_M+NH4,poor peak shape bc low abundance,y,,C6H13NO2,131.0946,HMDB0001645,C01933,HILIC,M+NH4,C01933_HILIC_M+NH4,149.12843,132.35121
Ken-IDX,2,C,10,CAFFEINE,CAFFEINE_M+H,pass,g,,C8H10N4O2,194.0804,HMDB0001847,C07481,HILIC,M+H,C07481_HILIC_M+H,195.087676,58.222929
Ken-IDX,2,C,1,PARAXANTHINE,PARAXANTHINE_M+H,pass,g,,C7H8N4O2,180.0647,HMDB0001860,C13747,HILIC,M+H,C13747_HILIC_M+H,181.071976,58.6590636
Ken-IDX,2,C,1,PARAXANTHINE,PARAXANTHINE_M+NH4,pass,g,yes,C7H8N4O2,180.0647,HMDB0001860,C13747,HILIC,M+NH4,C13747_HILIC_M+NH4,198.09853,57.2063364
Ken-IDX,5,H,7,DIHYDROXYMANDELIC ACID,DIHYDROXYMANDELIC ACID_M+2Na-H,poor peak shape,y,,C8H8O5,184.0372,HMDB0001866,C05580,HILIC,M+2Na-H,C05580_HILIC_M+2Na-H,229.008364,173.812992
Ken-IDX,5,E,2,BENZOATE,BENZOATE_M+H,pass,g,,C7H5O2,122.0368,HMDB0001870,C00539,HILIC,M+H,C00539_HILIC_M+H,123.044076,167.80848
Ken-IDX,5,B,10,2-METHYLPROPANOATE,2-METHYLPROPANOATE_2M+H,pass,g,,C4H8O2,88.0524,HMDB0001873,C02632,HILIC,2M+H,C02632_HILIC_2M+H,177.112076,59.835144
Ken-IDX,2,A,10,THEOPHYLLINE,THEOPHYLLINE_M+NH4,pass,g,yes,C7H8N4O2,180.0647,HMDB0001889,C07130,HILIC,M+NH4,C07130_HILIC_M+NH4,198.09853,57.2063364
Ken-IDX,2,A,10,THEOPHYLLINE,THEOPHYLLINE_M+Na,pass,g,,C7H8N4O2,180.0647,HMDB0001889,C07130,HILIC,M+Na,C07130_HILIC_M+Na,203.05392,62.509746
Ken-IDX,4,A,7,N-ACETYL-L-CYSTEINE,N-ACETYL-L-CYSTEINE_M+2Na-H,pass,g,,C5H9NO3S,163.0303,HMDB0001890,C06809,HILIC,M+2Na-H,C06809_HILIC_M+2Na-H,208.001464,71.862
Ken-IDX,3,C,9,3-NITRO-L-TYROSINE,3-NITRO-L-TYROSINE_M+H,pass,g,,C9H10N2O5,226.059,HMDB0001904,NA,HILIC,M+H,NA_HILIC_M+H,227.066276,150.937002
GUTMLS,1,B,7,gamma-CEHC,gamma-CEHC_M+2H,pass,g,,C15H20O4,264.1361591,HMDB0001931,NA,HILIC,M+2H,NA_HILIC_M+2H,133.075356,123.9
